food_cate,food_cate_url,food_cate_dis,food_type,food_type_url,food_type_dis,food,calories,food_price,food_url,food_dis
湯滷類,其他的圖片連結,其他的描述,鍋物,鍋物的圖片連結,鍋物的描述,韓式泡菜豆腐鍋,408,99,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_300.png,blank
飯類,米飯類的圖片連結,米飯類的描述,炒飯/油飯,炒飯/油飯的圖片連結,炒飯/油飯的描述,辰園-XO醬海鮮炒飯,507,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_301.png,blank
飯類,米飯類的圖片連結,米飯類的描述,便當,便當的圖片連結,便當的描述,星宇航空x胡同秘製燒肉飯,612,99,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_265.png,(豬原料來源：台灣)
飯類,米飯類的圖片連結,米飯類的描述,丼飯,丼飯的圖片連結,丼飯的描述,一鍋燒-滑蛋嫩雞親子丼,564,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_298.png,blank
湯滷類,其他的圖片連結,其他的描述,鍋物,鍋物的圖片連結,鍋物的描述,晶華-三燔壽喜燒鍋,517,139,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_299.png,blank
麵類,麵類的圖片連結,麵類的描述,牛肉麵/拌麵,牛肉麵/拌麵的圖片連結,牛肉麵/拌麵的描述,漢來-XO醬風味椒麻拌麵,634,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_295.png,blank
麵類,麵類的圖片連結,麵類的描述,牛肉麵/拌麵,牛肉麵/拌麵的圖片連結,牛肉麵/拌麵的描述,頌丹樂-香辣打拋雞拌麵,540,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_296.png,blank
飯類,米飯類的圖片連結,米飯類的描述,燴飯/拌飯,燴飯/拌飯的圖片連結,燴飯/拌飯的描述,頌丹樂-香辣打拋豬肉飯,565,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_297.png,(豬原料來源：台灣)
飯類,米飯類的圖片連結,米飯類的描述,咖哩飯,咖哩飯的圖片連結,咖哩飯的描述,泰式綠咖哩飯(辣),548,70,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_204.png,"嚴選泰式香料添加椰漿，辛香開胃
(豬原料來源：日本)"
飯類,米飯類的圖片連結,米飯類的描述,丼飯,丼飯的圖片連結,丼飯的描述,真飽牛丼,761,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_293.png,(牛原料來源：澳洲)
飯類,米飯類的圖片連結,米飯類的描述,燉飯/焗飯,燉飯/焗飯的圖片連結,燉飯/焗飯的描述,晶華酒店-西班牙風味海鮮燉飯,469,99,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_294.png,blank
飯類,米飯類的圖片連結,米飯類的描述,燉飯/焗飯,燉飯/焗飯的圖片連結,燉飯/焗飯的描述,黑松露野菇燉飯,616,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_288.png,blank
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,青醬蛤蠣義大利麵,640,79,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_286.png,blank
飯類,米飯類的圖片連結,米飯類的描述,丼飯,丼飯的圖片連結,丼飯的描述,韓式炸雞起司丼,679,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_306.png,(豬原料來源：加拿大、芬蘭)
飯類,米飯類的圖片連結,米飯類的描述,燉飯/焗飯,燉飯/焗飯的圖片連結,燉飯/焗飯的描述,海鮮起司焗飯,538,79,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_285.png,blank
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,燻腸紅醬義大利麵,733,79,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_282.png,(豬原料來源：加拿大)
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,奶油青醬野菇義大利麵,601,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_280.png,blank
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,晶華酒店-松露烤雞義大利麵,510,99,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_268.png,blank
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,雙倍起司燻雞焗麵,658,65,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_277.png,blank
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,帕瑪森烤雞生義大利麵,544,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_200.png,blank
飯類,米飯類的圖片連結,米飯類的描述,燉飯/焗飯,燉飯/焗飯的圖片連結,燉飯/焗飯的描述,雙拼起司奶香焗飯,584,65,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_275.png,(豬原料來源：加拿大、芬蘭)
飯類,米飯類的圖片連結,米飯類的描述,燉飯/焗飯,燉飯/焗飯的圖片連結,燉飯/焗飯的描述,烤雞起司肉醬焗飯,578,75,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_274.png,(豬原料來源：加拿大)
飯類,米飯類的圖片連結,米飯類的描述,丼飯,丼飯的圖片連結,丼飯的描述,歐姆蛋包飯,524,79,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_208.png,blank
飯類,米飯類的圖片連結,米飯類的描述,燉飯/焗飯,燉飯/焗飯的圖片連結,燉飯/焗飯的描述,咖哩雞排焗飯,701,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_251.png,blank
飯類,米飯類的圖片連結,米飯類的描述,咖哩飯,咖哩飯的圖片連結,咖哩飯的描述,歐姆蛋牛肉咖哩飯,699,79,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_242.png,(牛原料來源：澳洲)
飯類,米飯類的圖片連結,米飯類的描述,咖哩飯,咖哩飯的圖片連結,咖哩飯的描述,爪哇咖哩飯,609,70,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_205.png,(豬原料來源：加拿大、日本)
飯類,米飯類的圖片連結,米飯類的描述,咖哩飯,咖哩飯的圖片連結,咖哩飯的描述,佛蒙特咖哩飯,765,70,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_203.png,(豬原料來源：日本)
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,帕瑪森肉醬義大利麵,561,65,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_234.png,blank
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,培根奶油風味義大利麵,627,65,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_235.png,(豬原料來源：荷蘭、加拿大)
麵類,麵類的圖片連結,麵類的描述,涼麵,涼麵的圖片連結,涼麵的描述,真飽雙料涼麵-蒜辣麻醬,868,59,https://www.7-11.com.tw/freshfoods/6_Noodles/images/Noodles_67.png,blank
麵類,麵類的圖片連結,麵類的描述,涼麵,涼麵的圖片連結,涼麵的描述,御選川辣麻醬雞絲涼麵,558,59,https://www.7-11.com.tw/freshfoods/6_Noodles/images/Noodles_63.png,blank
麵類,麵類的圖片連結,麵類的描述,涼麵,涼麵的圖片連結,涼麵的描述,真飽雙料涼麵-特選麻醬,578,59,https://www.7-11.com.tw/freshfoods/6_Noodles/images/Noodles_69.png,blank
麵類,麵類的圖片連結,麵類的描述,涼麵,涼麵的圖片連結,涼麵的描述,御選麻醬雞絲涼麵,558,59,https://www.7-11.com.tw/freshfoods/6_Noodles/images/Noodles_66.png,blank
關東煮,關東煮的圖片連結,關東煮的描述,蔬菜類,蔬菜類的圖片連結,蔬菜類的描述,佃煮杏鮑菇,14,18,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_101.png,日式柴魚基底前滷入味
關東煮,關東煮的圖片連結,關東煮的描述,蔬菜類,蔬菜類的圖片連結,蔬菜類的描述,新手工高麗菜捲,57,18,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_38.png,"高麗菜葉口感更鮮甜,虱目魚內餡咬感更多汁。
(豬原料來源：台灣)"
關東煮,關東煮的圖片連結,關東煮的描述,蔬菜類,蔬菜類的圖片連結,蔬菜類的描述,甜玉米,76,15,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_01.png,使用台灣種植玉米製成，玉米粒鮮脆飽滿多汁。
關東煮,關東煮的圖片連結,關東煮的描述,蔬菜類,蔬菜類的圖片連結,蔬菜類的描述,鮮香菇,11,18,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_03.png,嚴選台灣在地食材，富含高纖維質，口感鮮甜。
關東煮,關東煮的圖片連結,關東煮的描述,蔬菜類,蔬菜類的圖片連結,蔬菜類的描述,白蘿蔔,8,15,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_05.png,中心採十字切法提升入味度，口感鮮甜！
關東煮,關東煮的圖片連結,關東煮的描述,肉類,肉類的圖片連結,肉類的描述,日式炙燒軟骨串,104,22,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_100.png,高溫的直火炙燒，瞬間的燒烤焦香，封存住鮮甜肉汁，再加上雞軟骨，軟中帶脆的咬感。(豬原料來源：加拿大)
關東煮,關東煮的圖片連結,關東煮的描述,肉類,肉類的圖片連結,肉類的描述,雞肉丸,86,15,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_07.png,"嚴選雞肉製成，口感Q彈鮮美！
(豬原料來源：西班牙)"
關東煮,關東煮的圖片連結,關東煮的描述,肉類,肉類的圖片連結,肉類的描述,豬肉貢丸,100,15,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_08.png,"嚴選豬腿肉部位，肉香氣十足，用料實在，多汁Q彈。
(豬原料來源：台灣、西班牙、加拿大)"
關東煮,關東煮的圖片連結,關東煮的描述,海鮮類,海鮮類的圖片連結,海鮮類的描述,華昇飛魚卵海鮮卷,39,20,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_99.png, 飛魚卵增量20%，鮮味十足。
關東煮,關東煮的圖片連結,關東煮的描述,海鮮類,海鮮類的圖片連結,海鮮類的描述,日式魚豆腐,82,16,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_103.png,嚴選魚漿以低溫蒸煮技術製成，保留魚漿的鮮甜與滑順口感。
關東煮,關東煮的圖片連結,關東煮的描述,海鮮類,海鮮類的圖片連結,海鮮類的描述,桂冠黃金魚蛋,29,15,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_18.png,嚴選魚漿製成，口感Q彈，咬勁十足。
關東煮,關東煮的圖片連結,關東煮的描述,海鮮類,海鮮類的圖片連結,海鮮類的描述,台灣黑輪,119,15,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_19.png,"嚴選印度洋海域金線鏈魚漿，口感Q度提升。
(豬原料來源：加拿大、荷蘭)"
關東煮,關東煮的圖片連結,關東煮的描述,海鮮類,海鮮類的圖片連結,海鮮類的描述,虱目魚丸,82,16,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_63.png,"使用上等虱目魚漿，口感香氣全面提升~
(豬原料來源：加拿大、西班牙)"
關東煮,關東煮的圖片連結,關東煮的描述,海鮮類,海鮮類的圖片連結,海鮮類的描述,海鮮丸,62,15,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_21.png,"嚴選南美洲海域高品質魷魚翅部位，吃的到鮮嫩Q彈的魷魚塊唷~
(豬原料來源：加拿大)"
關東煮,關東煮的圖片連結,關東煮的描述,其他,其他的圖片連結,其他的描述,新手工苦瓜封,69,18,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_102.png,"屏東在地苦瓜，內餡飽滿。
(豬原料來源：台灣)"
關東煮,關東煮的圖片連結,關東煮的描述,其他,其他的圖片連結,其他的描述,中華油豆腐,60,15,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_104.png,嚴選非基改黃豆製成，吸取高湯後整體飽滿多汁。外硬內軟的豐富口感。
關東煮,關東煮的圖片連結,關東煮的描述,其他,其他的圖片連結,其他的描述,米血糕,129,15,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_30.png,"低溫保鮮優質豬血，搭配國產蓬萊米，安心美味。
(豬原料來源：台灣)"
關東煮,關東煮的圖片連結,關東煮的描述,其他,其他的圖片連結,其他的描述,關東煮春雨,80,15,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_65.png,份量增量20%，口感滑溜。
關東煮,關東煮的圖片連結,關東煮的描述,其他,其他的圖片連結,其他的描述,關東煮科學麵,188,10,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_33.png,關東煮正餐最佳選擇。
關東煮,關東煮的圖片連結,關東煮的描述,其他,其他的圖片連結,其他的描述,滷豬血,19,15,https://www.7-11.com.tw/freshfoods/7_Oden/images/Oden_34.png,"CAS屠宰場每日供應高品質豬血製成，口感軟嫩細緻，最適搭配麻辣高湯食用。
(豬原料來源：台灣)"
輕食,輕食的圖片連結,輕食的描述,加熱潛艇堡,加熱潛艇堡的圖片連結,加熱潛艇堡的描述,起司四重奏熱狗堡,453,55,https://www.7-11.com.tw/freshfoods/8_Bigbite/images/Bigbite_23.png,(豬原料來源：台灣)
輕食,輕食的圖片連結,輕食的描述,加熱潛艇堡,加熱潛艇堡的圖片連結,加熱潛艇堡的描述,肉醬起司熱狗堡,453,59,https://www.7-11.com.tw/freshfoods/8_Bigbite/images/Bigbite_25.png,(豬原料來源：台灣)
輕食,輕食的圖片連結,輕食的描述,加熱潛艇堡,加熱潛艇堡的圖片連結,加熱潛艇堡的描述,美式多汁熱狗堡,376,50,https://www.7-11.com.tw/freshfoods/8_Bigbite/images/Bigbite_24.png,(豬原料來源：台灣)
輕食,輕食的圖片連結,輕食的描述,加熱潛艇堡,加熱潛艇堡的圖片連結,加熱潛艇堡的描述,美式原味熱狗,214,33,https://www.7-11.com.tw/freshfoods/8_Bigbite/images/Bigbite_18.png,(豬原料來源：台灣)
輕食,輕食的圖片連結,輕食的描述,加熱潛艇堡,加熱潛艇堡的圖片連結,加熱潛艇堡的描述,紐約客辣味熱狗,233,35,https://www.7-11.com.tw/freshfoods/8_Bigbite/images/Bigbite_17.png,(豬原料來源：西班牙、加拿大)
輕食,輕食的圖片連結,輕食的描述,加熱潛艇堡,加熱潛艇堡的圖片連結,加熱潛艇堡的描述,三起司熱狗,233,33,https://www.7-11.com.tw/freshfoods/8_Bigbite/images/Bigbite_14.png,(豬原料來源：台灣)
輕食,輕食的圖片連結,輕食的描述,加熱潛艇堡,加熱潛艇堡的圖片連結,加熱潛艇堡的描述,韓式辣味大熱狗,216,35,https://www.7-11.com.tw/freshfoods/8_Bigbite/images/Bigbite_13.png,(豬原料來源：西班牙、加拿大)
輕食,輕食的圖片連結,輕食的描述,加熱潛艇堡,加熱潛艇堡的圖片連結,加熱潛艇堡的描述,大亨堡麵包,177,12,https://www.7-11.com.tw/freshfoods/8_Bigbite/images/Bigbite_19.png,blank
麵包,麵包的圖片連結,麵包的描述,鹹,鹹的圖片連結,鹹的描述,培根起司手撕包,240,45,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_176.png,blank
麵包,麵包的圖片連結,麵包的描述,鹹,鹹的圖片連結,鹹的描述,雙起司鮪魚堡,317,38,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_175.png,blank
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,巧克力奶霜雙餡鬆餅,353,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_171.png,blank
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,蜂蜜奶霜雙餡鬆餅,322,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_172.png,blank
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,焦糖海鹽馬卡龍,182,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_174.png,blank
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,奶油風味手撕包,390,42,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_169.png,blank
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,日式紅豆奶露,404,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_153.png,blank
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,草莓奶霜軟法麵包,360,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_150.png,blank
麵包,麵包的圖片連結,麵包的描述,鹹,鹹的圖片連結,鹹的描述,三起司布里歐,282,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_168.png,blank
麵包,麵包的圖片連結,麵包的描述,鹹,鹹的圖片連結,鹹的描述,蛋黃奶香麵包,310,25,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_166.png,blank
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,芋香麵包,314,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_148.png,blank
麵包,麵包的圖片連結,麵包的描述,鹹,鹹的圖片連結,鹹的描述,培根蛋沙拉麵包,308,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_156.png,(豬原料來源：台灣)
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,蘭姆葡萄奶霜夾心,314,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_157.png,blank
麵包,麵包的圖片連結,麵包的描述,鹹,鹹的圖片連結,鹹的描述,鹽可頌麵包,217,32,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_160.png,blank
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,丹麥紅豆捲,440,42,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_158.png,blank
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,脆片巧克力夾心麵包,349,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_154.png,blank
麵包,麵包的圖片連結,麵包的描述,鹹,鹹的圖片連結,鹹的描述,雙醬起司燻腸堡,395,42,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_152.png,(豬原料來源：加拿大、芬蘭)
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,岩石巧克力風味麵包,440,39,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_149.png,blank
麵包,麵包的圖片連結,麵包的描述,鹹,鹹的圖片連結,鹹的描述,帕瑪森起司麵包,309,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_143.png,blank
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,蜜糖杏仁可頌,463,39,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_142.png,blank
麵包,麵包的圖片連結,麵包的描述,鹹,鹹的圖片連結,鹹的描述,雙起司方塊麵包,303,39,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_135.png,blank
麵包,麵包的圖片連結,麵包的描述,鹹,鹹的圖片連結,鹹的描述,丹麥起司火腿,396,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_121.png,(豬原料來源：台灣)
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,日式紅豆雙餡銅鑼燒,212,32,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_145.png,blank
麵包,麵包的圖片連結,麵包的描述,甜,甜的圖片連結,甜的描述,巧克力大理石棒,376,35,https://www.7-11.com.tw/freshfoods/11_bread/images/bread_02.png,blank
輕食,輕食的圖片連結,輕食的描述,加熱潛艇堡,加熱潛艇堡的圖片連結,加熱潛艇堡的描述,壽喜燒豬肉堡,350,75,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_14.png,blank
輕食,輕食的圖片連結,輕食的描述,加熱潛艇堡,加熱潛艇堡的圖片連結,加熱潛艇堡的描述,青醬雞肉軟法,304,75,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_13.png,blank
輕食,輕食的圖片連結,輕食的描述,吐司三明治,吐司三明治的圖片連結,吐司三明治的描述,地瓜起司三明治,242,39,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_12.png,blank
輕食,輕食的圖片連結,輕食的描述,吐司三明治,吐司三明治的圖片連結,吐司三明治的描述,招牌百匯三明治,281,49,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_10.png,blank
輕食,輕食的圖片連結,輕食的描述,吐司三明治,吐司三明治的圖片連結,吐司三明治的描述,鮪魚蛋雙拼三明治,275,42,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_08.png,blank
輕食,輕食的圖片連結,輕食的描述,吐司三明治,吐司三明治的圖片連結,吐司三明治的描述,藍莓乳酪三明治,249,29,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_09.png,blank
輕食,輕食的圖片連結,輕食的描述,吐司三明治,吐司三明治的圖片連結,吐司三明治的描述,石安牧場蛋沙拉三明治,263,39,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_03.png,blank
輕食,輕食的圖片連結,輕食的描述,吐司三明治,吐司三明治的圖片連結,吐司三明治的描述,起司火腿蛋三明治,219,29,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_06.png,(豬原料來源：加拿大)
輕食,輕食的圖片連結,輕食的描述,吐司三明治,吐司三明治的圖片連結,吐司三明治的描述,起司三重奏三明治,283,39,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_05.png,blank
輕食,輕食的圖片連結,輕食的描述,吐司三明治,吐司三明治的圖片連結,吐司三明治的描述,照燒雞溏心蛋三明治,230,49,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_07.png,blank
輕食,輕食的圖片連結,輕食的描述,吐司三明治,吐司三明治的圖片連結,吐司三明治的描述,紐奧良風味鮮蔬烤雞三明治,291,49,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_04.png,blank
輕食,輕食的圖片連結,輕食的描述,加熱漢堡,加熱漢堡的圖片連結,加熱漢堡的描述,吉士豬肉堡,252,35,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_02.png,"(豬原料來源：丹麥/
豬原料來源：加拿大、芬蘭，
因區域販售不同，請見商品包裝標示)"
輕食,輕食的圖片連結,輕食的描述,加熱漢堡,加熱漢堡的圖片連結,加熱漢堡的描述,吉士豬肉堡加蛋,281,45,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_11.png,"(豬原料來源：丹麥/
豬原料來源：加拿大、芬蘭，
因區域販售不同，請見商品包裝標示)"
輕食,輕食的圖片連結,輕食的描述,加熱漢堡,加熱漢堡的圖片連結,加熱漢堡的描述,勁辣雞腿堡,482,59,https://www.7-11.com.tw/freshfoods/16_sandwich/images/sandwich_01.png,blank